Roberto D Angelo	not found
Robin Chase	Robin Chase is an American transportation entrepreneur. She is co-founder and former CEO of Zipcar.
Robin Ince	Robin Ince (born 20 February 1969) is an English comedian, actor and writer, known for presenting the BBC radio show The Infinite Monkey Cage with physicist Brian Cox, and his stand-up comedy career.


== Education ==

After attending York House prep school, near Croxley Green in Hertfordshire, Ince was, from age 13, educated at Cheltenham College, a boarding independent school for boys in the spa town Cheltenham in Gloucestershire, followed by Royal Holloway, University of London, from which he graduated in English and Drama in 1991.
Robin Morgan	Robin Morgan (born January 29, 1941) is an American poet, writer, activist, journalist, lecturer and former child actor. Since the early 1960s, she has been a key radical feminist member of the American Women's Movement, and a leader in the international feminist movement.
Robin Murphy	Robin Roberson Murphy is an American computer scientist and roboticist. She is the Raytheon Professor of Computer Science and Engineering at Texas A&M University.
Robin Nagle	Latin American liberation theology (Spanish: Teología de la liberación, Portuguese: Teologia da libertação) is a synthesis of Christian theology and Marxian socio-economic analyses, that emphasizes "social concern for the poor and political liberation for oppressed peoples." Beginning in the 1960s after the Second Vatican Council, liberation theology became the political praxis of Latin American theologians such as Gustavo Gutiérrez, Leonardo Boff, and Jesuits Juan Luis Segundo and Jon Sobrino, who popularized the phrase "preferential option for the poor." It arose principally as a moral reaction to the poverty and social injustice in the region, which Cepal, a leftist think tank, deemed the most unequal in the world.This expression was used first by Jesuit Fr. General Pedro Arrupe in 1968 and soon after this the World Synod of Catholic Bishops in 1971 chose as its theme "Justice in the World".
Robyn Stein Deluca	not found
Rodney Brooks	Rodney Allen Brooks (born 30 December 1954) is an Australian roboticist, Fellow of the Australian Academy of Science, author, and robotics entrepreneur, most known for popularizing the actionist approach to robotics. He was a Panasonic Professor of Robotics at the Massachusetts Institute of Technology and former director of the MIT Computer Science and Artificial Intelligence Laboratory.
Rodney Mullen	not found
Rodrigo Bijou	Hany Manuel Tadros (Arabic: مانويل تادرس; born September 30, 1956) is an Egyptian-Canadian singer, songwriter, actor, comedian and voice actor. He currently works and lives in Quebec.
Rodrigo Canales	Rodrigo Alejandro Bueno (Spanish: [roˈðɾiɣo aleˈxandɾo ˈβweno]; May 24, 1973 – June 24, 2000), also known by his stage name Rodrigo or his nickname "El Potro" ("the Colt"), was an Argentine singer of cuarteto music. He is widely regarded as the best, most famous and most influential singer in the history of this genre.
Roger Antonsen	not found
Roger Ebert	not found
Roger Stein	not found
Rogier Van Der Heide	Rogier van der Heide (born 1970 in Bennebroek, the Netherlands) is a designer born in the Netherlands who lives in Liechtenstein. He is noted especially as a C-suite design executive and as a lighting designer of public and commercial projects all over the world.
Roman Mars	not found
Romulus Whitaker	Romulus Earl Whitaker (born 23 May 1943) is an American-Indian herpetologist, wildlife conservationist, and founder of the Madras Snake Park, the Andaman and Nicobar Environment Trust (ANET), and the Madras Crocodile Bank Trust.
In 2008, Whitaker was selected as an associate laureate in the 2008 Rolex Awards for Enterprise for his efforts to create a network of rainforest research stations throughout India.
Ron Eglash	Ron Eglash (born December 25, 1958 in Chestertown, Maryland) is an American who works in cybernetics, professor in the School of Information at the University of Michigan with a secondary appointment in the School of Design, and an author widely known for his work in the field of ethnomathematics, which aims to study the diverse relationships between mathematics and culture.


== Work ==
His research includes the use of fractal patterns in African architecture, art, and religion, and the relationships between indigenous cultures and modern technology, such as that between Native American cultural and spiritual practices and cybernetics.
Ron Finley	Ron Finley is a Los Angeles-based fashion designer to professional athletes, collector of original blaxploitation posters, and proponent of urban gardening. He is known for giving a widely-viewed TED talk on guerilla gardening.
Ron Gutman	not found
Ron Mc Callum	Ronald Clive McCallum AO (born 8 October 1948) is an Australian legal academic. He is an expert in labour law, and has served as a professor and dean of law at the University of Sydney.
Ronny Edry	Israel Loves Iran is a public campaign and social media movement that seeks to bring together Israelis and Iranians and promote peace between their two countries.


== History ==
The organization was founded by Israeli graphic designer and the owner of Pushpin Mehina, Ronny Edry, when he first posted a picture of himself and his young daughter to Facebook with a graphic stating "Iranians, we love you, we will never bomb your country." The photo went viral, sparking a campaign which has expanded to include hundreds of thousands of people in many different countries; Israel Loves Iran has inspired many similar campaigns, including Iran Loves Israel.The movement has seen many Israeli and Iranian citizens meet in third-party countries, often simply to have coffee together and take a picture to promote peace.
Rory Bremner	Roderick Keith Ogilvy "Rory" Bremner,  (born 6 April 1961) is a Scottish impressionist and comedian, noted for his work in political satire and impressions of British public figures. He is also known for his work on Mock the Week as a panellist (for Series 1 and 2), Rory Bremner...Who Else?, and sketch comedy series Bremner, Bird and Fortune.
Rory Stewart	Roderick James Nugent Stewart  (born 3 January 1973) is a British academic, diplomat, author, broadcaster, former soldier and former politician, who is a senior fellow at Yale University's Jackson Institute for Global Affairs where he teaches politics and international relations, and hosts the Rest is Politics podcast  with Alastair Campbell. Before this appointment, he served as a minister in four different departments of the UK Government.
Rory Sutherland	ambiguous
Rose George	Rose George is a British journalist and author. She began writing in 1994, as an intern at The Nation magazine in New York City.
Rose Goslinga	Rose Goslinga is a microinsurer and advocate for creating insurance for small-scale farmers in Africa. Goslinga led the development of the Syngenta Foundation's Kilmo Salam (Swahili for "safe farming) program which provides lost cost insurance to nearly 200,000 farmers in Kenya and Rwanda.
Roselinde Torres	not found
Rosie King	not found
Ross Lovegrove	Ross Lovegrove (born 1958 in Cardiff, Wales) is a Welsh artist and industrial designer.


== Biography ==
Ross Lovegrove was born in Wales in 1958.
Roxane Gay	Roxane Gay (born October 15, 1974) is an American writer, professor, editor, and social commentator. Gay is the author of The New York Times best-selling essay collection Bad Feminist (2014), as well as the short story collection Ayiti (2011), the novel An Untamed State (2014), the short story collection Difficult Women (2017), and the memoir Hunger (2017).
Roy Gould	Roy Walter Gould (April 25, 1927 – February 19, 2022) was an American electrical engineer and physicist who specialized in plasma physics. In 1959, he (together with Alvin Trivelpiece) was the first to describe electrostatic waves that were propagating at the boundary of a magnetized plasma column, now commonly known as Trivelpiece–Gould modes.Gould was elected a member of the National Academy of Engineering in 1971 for pioneering contributions to microwave electronics and plasma physics and distinguished service in higher education.
